-0.342175,-1.506368,-0.752072,1.131944,-1.670424,0.057297,-0.143619,1.099152,-1.040124,-1.398570,-0.777500,0.548738,-0.803321,0.170209,0.080677,-0.734652,-1.468980,0.330498,-0.132119,0.303894,0.041967,-1.739522,-0.935277,-0.387790,-0.744571,-1.438899,-1.833520,-0.833702,0.065048,-0.894370,-0.231835,-1.278542,-1.015457,-1.392802,0.192321,-0.626842,0.117661,0.101876,-1.183315,0.593234,-0.470673,0.124003,-1.739316,0.488987,-0.388119,-1.115720,-0.528272,-1.331071,-0.278841,-2.036056,-0.733524,-0.320868,-0.746739,0.443220,-0.481256,-0.072350,-0.518388,1.970364,0.756157,-0.798481,-0.463039,-0.784412,-0.059309,-0.190556,1.816627,0.647092,-0.286452,-0.549808,0.047624,0.046167,-0.138045,-0.514063,-0.682233,-0.650076,-1.256791,0.329140,-0.261244,-0.781276,-0.378726,0.110075,-0.039548,-0.625582,-0.458394,-1.661512,-0.374800,0.311263,-1.439820,-0.110990,0.071542,-0.620511,-0.975100,2.697522,-1.371343,0.926890,-0.310224,-0.886045,-1.802033,-1.605308,-0.237472,-0.003363
1.434297,0.502924,-1.432813,-1.251132,0.515271,0.581989,0.239160,-0.249506,-0.385205,0.993288,-0.054852,-0.489642,-0.274938,-0.930493,-0.276703,-0.084209,-0.198319,0.254164,0.094575,1.343817,-0.290933,-0.296793,-1.877839,-0.477727,-0.195814,-0.572238,-1.277081,0.016149,-1.460704,-1.267286,-0.410608,-0.702312,-1.201671,-0.237679,-2.085342,0.956542,-0.052006,-2.028628,-0.658162,1.046024,-1.093594,-0.170625,0.275078,-1.166062,-0.414900,1.050604,1.610283,-0.802147,-0.059094,-1.152883,0.087760,-0.179105,0.879295,-0.949791,-1.358088,-0.406521,-0.492047,-0.352547,0.118986,-1.012531,0.058375,-0.706771,-0.031773,-0.210764,-0.618234,0.817912,-0.590970,-0.233122,-1.542249,-0.911566,-1.150423,0.041598,0.402299,-1.250625,-0.889163,-1.477986,1.688094,-0.202121,-0.392810,-0.948690,-0.257856,0.857686,0.301651,2.010639,-0.626190,0.259243,-0.693386,-0.872226,-0.978192,-0.180989,0.064640,-0.023868,0.335689,-1.149708,1.452763,0.705857,-0.574673,0.250894,-0.313735,-0.216790
2.018332,0.708310,-0.586284,1.714640,-1.240464,-0.344484,-0.509882,-0.430181,0.264256,1.126087,0.088166,-0.190187,-0.420393,1.601424,-2.259416,0.632995,0.795151,-1.480415,-0.292776,-1.913732,0.080854,-0.284751,-0.250064,-0.108682,-0.132935,-0.865754,-2.200290,-0.493659,-2.685888,1.697282,-0.234554,-0.121792,0.083750,1.946657,-0.613492,-0.161450,-1.320558,-1.065455,-0.362333,-1.393163,-0.567377,2.962576,-0.451821,-0.666578,-0.046484,-1.755619,0.763898,0.163070,-0.280330,-1.881230,0.412710,-0.448259,0.004228,-0.037910,-0.645180,-0.026098,-0.408586,-1.553306,-1.381168,-0.321978,0.521117,-0.295171,-0.192807,-0.537028,-0.817335,1.050042,0.042418,-0.617888,0.288265,0.293190,-1.346732,-0.085272,-0.032585,2.574495,-0.602257,-0.054504,-0.848311,-0.572567,0.120483,0.880981,-0.376305,-0.825381,-0.050320,-0.889381,0.794829,-1.544949,1.578074,-0.268071,1.615128,-0.447140,1.680039,-0.403403,-2.363626,0.686731,0.110289,-1.525130,0.013858,1.355511,-0.630105,0.412916
-1.664520,-1.582000,-0.448847,-0.611835,-0.358516,-0.041022,0.184905,-0.989654,-0.112535,-1.816931,-0.482244,-0.271124,0.115994,1.391342,-0.551662,-0.681193,0.516060,-0.431638,-0.722456,1.957700,0.475864,-0.668546,0.794979,0.157935,-0.509318,0.201295,2.426149,0.601876,-0.348208,-1.547883,-0.493321,-0.919921,0.622382,1.957125,-0.029473,-0.821307,0.071056,-0.995375,-1.753508,1.413945,0.273163,-1.589472,0.922507,-0.464499,-0.550354,-0.203879,-0.926779,0.340138,0.191636,-2.557213,0.744321,-2.185430,0.504305,2.723656,0.147911,-0.497579,-0.113185,-0.546614,-0.288674,0.749485,-0.979497,-0.557463,-1.750360,-0.301008,-1.032810,-0.592868,-0.633494,-0.247257,1.843163,-0.459787,-0.801632,-2.144281,-0.133259,-1.214104,-0.233891,-1.639951,-1.361259,-2.113877,-2.251688,-0.184336,-0.537847,-0.497720,1.995651,-0.060143,-1.583938,-0.409031,-0.313924,-0.695020,0.018262,-0.085768,-2.310235,-1.519772,1.953678,-1.085663,-1.305071,-2.413117,1.461100,0.098819,-0.501562,-0.258569
0.407254,-0.146353,-1.053497,-0.199056,-0.427593,1.195119,-1.758898,-1.260529,-0.316228,-1.352535,-0.942628,-0.410732,-0.645607,-0.722579,1.882721,-0.146223,-0.440619,-1.934446,2.791768,-1.749383,0.470252,-1.529378,-0.553924,0.392515,-0.836729,-2.971872,-0.295948,1.371540,-0.118011,-0.787844,-0.072788,0.094977,-2.239540,-2.131685,-0.759666,-0.345154,2.885892,-0.162655,0.230866,-0.537109,-0.060011,-0.313409,-0.390522,0.967201,-0.230296,-0.567564,-0.127423,-0.618789,0.495849,-1.831576,-2.731041,-0.448029,-0.152985,-1.579848,-0.719251,-0.265089,-0.366899,0.246783,0.942172,-0.387518,-1.891922,-0.612901,-0.006139,-0.688449,-1.215681,0.534046,-0.749930,0.046634,-1.294072,-0.871692,0.727031,-0.026687,1.337121,-1.674087,-0.413511,-0.618595,0.716715,-0.502353,0.509090,-0.030176,-0.501820,-1.028949,-1.169116,-0.194357,-1.274662,0.222545,1.700404,0.027778,-1.731191,-0.194512,-0.366380,-0.490018,0.197277,0.391867,0.382299,0.319012,0.498168,0.628359,-0.519563,-0.350872
-1.242886,0.358820,0.717275,-0.519695,-0.726791,0.682386,-0.217912,0.066754,-0.087524,-1.287895,0.103174,-0.444283,0.037852,-1.417463,1.460738,-0.076974,-0.843669,0.730142,0.025931,1.103933,-1.598370,1.731426,-2.172625,-0.438293,0.120063,0.122586,1.346189,0.690613,-0.805788,0.182518,-0.619498,2.684623,-1.460850,-0.061575,0.457377,1.510681,-0.108213,0.600376,-1.563807,-0.556622,2.002500,0.175974,-2.050080,-0.159453,0.155721,-0.583779,0.197177,-1.212191,-0.147627,2.748712,-0.184985,2.127079,-0.983546,0.807463,-0.031980,0.123420,1.098917,-0.872403,-1.734465,-1.202556,2.849433,1.345307,-0.413771,0.622138,-0.083127,0.533729,-0.818591,-0.290056,-2.304633,0.186395,-1.365425,1.467125,-0.444547,-0.087667,0.060165,-0.777912,0.853439,2.279899,-0.934876,0.409556,-0.339547,0.515179,1.521357,0.495599,0.779180,-0.578304,0.479180,0.047552,-0.420561,-0.310973,-0.767543,-2.948882,-0.866212,-0.808716,-0.015790,1.108412,0.843086,-0.045987,-0.394080,0.205224
-1.001469,0.295684,-0.457984,0.780003,0.213260,-0.542524,-1.019035,-0.617604,-0.020600,-0.714166,0.008368,-0.253917,0.086822,-2.500087,0.306462,0.109510,-1.487205,0.377634,-0.885453,0.640194,-0.304562,-0.557381,-0.506803,-0.910609,-0.756839,2.290779,-2.232407,-1.554220,0.121703,-0.970780,2.339423,-1.295104,-0.685391,-2.121030,-2.110231,-1.287028,-0.929615,-0.210975,0.658598,0.747475,0.537773,-0.629444,-1.202891,-3.113197,-0.305627,-0.707318,0.612192,-0.456687,-0.346374,2.004851,-0.648860,-1.541323,-0.455786,-0.700535,0.230776,0.133614,-0.482241,1.278104,0.214581,-1.118461,-0.569465,0.551144,0.221918,-0.861720,-0.794653,-0.175217,-0.610011,-0.427347,-1.171050,0.061844,1.211358,-1.376842,0.297567,0.823180,0.150845,0.183534,0.027462,-1.161889,0.300787,-0.856564,-0.100199,-0.671048,-1.197884,-1.574953,-1.198447,-0.985184,1.083512,-0.085330,-1.041548,-0.236649,-0.241056,-1.595084,-0.618240,-0.940033,-0.804881,-0.449876,-1.340940,-1.664863,-0.714800,-0.379842
-0.156511,-0.387164,-0.408569,-1.967758,0.929050,-0.812657,0.560557,-0.296697,2.478374,1.415779,-0.103825,0.034003,-0.348705,-0.029836,0.033283,1.796304,-0.368149,0.814705,-0.911159,-0.824102,-0.417401,1.672431,-0.043997,0.217937,-0.289730,0.580665,-0.905635,1.202004,-2.066170,-1.322645,-0.316486,-1.113569,0.907396,1.487697,-0.079715,-0.852943,-0.367484,1.086106,2.182440,0.160518,-0.013636,-1.036319,0.337437,-0.284775,-0.468799,-0.042799,-0.872168,-1.814140,-0.131929,-0.743770,-2.395836,0.022045,-0.119420,-1.695074,-0.429645,0.153957,-0.624563,0.171697,1.746293,-0.529031,-0.250819,0.783487,1.529982,-0.119464,1.920932,-2.016097,0.150227,-0.554649,0.388799,-0.349462,0.803726,0.494794,1.442010,-1.620098,-1.159787,1.341265,-0.524802,0.031484,0.539264,0.036983,-0.188726,0.885598,-1.705129,0.113669,-1.745441,-1.196105,-0.659127,-0.477336,-0.023714,-0.032483,-1.720095,-0.386423,0.791553,0.478745,1.696592,-0.648597,-0.372815,-1.040563,-0.016227,-0.567845
-1.178306,0.606553,0.222462,-2.513588,1.198872,-0.371182,-1.193707,-1.259559,-0.485460,0.477276,0.384527,0.724580,-0.673884,-2.338317,-0.476481,-1.655402,-0.540452,-0.743971,-0.420125,-0.250954,0.423422,-1.199670,0.530255,-0.002672,-1.055720,-0.604431,-3.273554,-0.093986,0.452041,-0.223820,-1.215922,-1.583850,-1.978545,-2.427794,-0.431421,0.991362,-0.811192,0.464775,-0.588588,-0.690441,-0.428423,-3.612298,-1.022415,-1.082587,-0.242735,-1.258548,-0.445027,0.348619,-0.402831,-1.666587,0.376092,-1.804328,-1.468576,-0.618223,-0.075909,-0.170914,-0.614239,-1.920297,-2.107285,0.039259,-1.097261,-0.587411,-1.074522,-0.844361,-1.141170,0.170274,1.957736,-1.001243,-1.748151,-0.385910,-1.595190,0.814048,-0.332133,-0.711450,0.594772,0.252091,-1.527803,-0.781976,1.540113,-1.572050,0.074690,-1.094980,-2.661820,-0.290810,0.196237,-0.353170,-0.728767,-0.484799,-0.356732,-0.845934,-1.958039,-0.838538,-2.623616,-3.067936,-2.185204,0.747207,-0.000137,-1.940303,-0.502090,0.074460
0.496976,-0.830763,-0.350759,-0.143507,-1.027468,-2.190553,-1.041852,2.033312,-2.611220,-2.774982,0.666432,-0.193287,-0.656254,-0.907233,-2.062375,0.087599,-1.391161,-0.309748,-3.039556,-0.805989,-0.224537,-0.847230,-0.208447,-0.931469,-0.473337,-0.098860,-0.340776,-0.709185,0.602845,-0.260032,-1.117495,0.278923,1.123348,-2.397470,-0.282273,0.951752,-3.055253,-1.448342,-1.205807,-1.842636,-0.105786,0.130543,0.934262,-0.530750,-0.233575,-0.896251,-0.480147,0.799810,-1.833456,-0.603429,-2.383748,-1.503272,-0.160866,0.056369,-0.631506,-0.239120,-0.204465,0.562137,-0.611958,-1.377959,-0.190702,0.027290,-1.791095,-0.455645,-1.277501,-2.237122,-0.611511,-0.580464,-1.655762,-1.134498,0.160839,-0.226787,-2.497994,-0.363358,0.765240,-1.658242,1.462161,0.237682,-1.526700,0.933900,-0.168401,1.579878,-1.664354,-0.899724,1.027056,0.699257,-2.139602,-0.882907,0.016356,-0.617147,-0.083640,-0.893959,0.525852,1.244217,-1.082030,0.090142,-0.605411,1.153031,-0.212026,-0.201882
